ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Age,Customer_Tenure_Years,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4.0,6,42.0,3,3,1,3,8,0,0,0,0,0,0,3,11,0,39,39,1.85,1,2,101.0,7,0,14.428571428571429,11,0.42857142857142855,Web,Fruits,Highly Active
1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3.0,1,9.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,52,0.77,1,2,25.0,3,0,8.333333333333334,9,0.3333333333333333,Store,Gold,Moderately Active
1627,1957,2N Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48.0,81,41.0,1,5,7,9,4,0,0,0,1,0,0,3,11,0,68,68,1.42,0,1,748.0,21,1,35.61904761904762,9,0.047619047619047616,Store,Wine,Inactive
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2.0,1,25.0,2,2,1,2,8,1,0,0,0,0,0,3,11,0,44,44,0.91,2,3,87.0,5,1,17.4,10,0.4,Web,Wine,Highly Active
2740,1958,Phd,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3.0,2,6.0,4,2,1,4,5,0,0,0,0,0,0,3,11,0,67,67,0.77,2,3,90.0,7,0,12.857142857142858,7,0.5714285714285714,Store,Wine,Inactive
257,1959,Phd,Married,75032.0,0,1,2013-04-28,74,952,12,180,47.0,12,12.0,2,5,4,9,3,0,0,0,0,0,0,3,11,0,66,66,1.17,1,2,1215.0,18,0,67.5,8,0.1111111111111111,Store,Wine,Inactive
4058,1955,Phd,Single,61284.0,0,0,2013-10-12,76,618,15,106,20.0,7,45.0,1,11,2,8,6,0,1,0,0,0,0,3,11,0,70,70,0.71,0,1,811.0,21,1,38.61904761904762,17,0.047619047619047616,Web,Wine,Inactive
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2.0,2,27.0,2,2,1,2,5,1,0,0,0,0,0,3,11,1,39,39,1.68,1,2,61.0,5,1,12.2,7,0.4,Web,Gold,Moderately Active
8210,1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4.0,7,56.0,5,4,1,8,4,0,0,0,0,0,0,3,11,0,50,50,0.87,1,2,405.0,13,0,31.153846153846153,8,0.38461538461538464,Store,Wine,Inactive
833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0.0,0,2.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0,70,70,0.25,2,3,72.0,6,0,12.0,10,0.5,Web,Wine,Inactive
6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7.0,1,7.0,5,5,0,4,8,0,0,0,0,0,0,3,11,0,54,54,1.37,2,3,189.0,9,0,21.0,13,0.5555555555555556,Web,Wine,Moderately Active
7325,1986,Phd,Together,38197.0,1,0,2013-06-29,86,23,0,11,2.0,1,3.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,39,39,1.0,1,2,40.0,4,0,10.0,6,0.25,Store,Wine,Inactive
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8.0,3,12.0,3,3,0,4,4,0,0,0,0,0,0,3,11,0,47,47,0.38,1,2,63.0,7,0,9.0,7,0.42857142857142855,Store,Wine,Highly Active
1502,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3.0,3,6.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,42,1.27,1,2,52.0,5,0,10.4,10,0.4,Store,Meat,Inactive
6211,1976,Phd,Together,37395.0,1,0,2014-05-02,47,18,0,9,0.0,1,11.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,49,49,0.16,1,2,39.0,4,0,9.75,7,0.25,Store,Wine,Moderately Active
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60.0,81,15.0,4,8,2,11,6,0,0,0,0,0,0,3,11,0,54,54,0.09,1,2,739.0,21,0,35.19047619047619,14,0.19047619047619047,Store,Wine,Moderately Active
4174,1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2.0,0,11.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0,69,69,0.2,1,2,130.0,7,0,18.571428571428573,5,0.14285714285714285,Store,Wine,Inactive
9757,1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99.0,30,76.0,1,5,6,12,2,0,1,1,0,1,0,3,11,0,53,53,0.73,0,1,1631.0,23,3,70.91304347826087,7,0.043478260869565216,Store,Wine,Inactive
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8.0,0,4.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,36,0.99,1,2,34.0,4,0,8.5,9,0.25,Store,Meat,Moderately Active
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0.0,4,7.0,4,2,1,5,6,0,0,0,0,0,0,3,11,0,73,73,0.58,2,3,152.0,8,0,19.0,8,0.5,Store,Wine,Moderately Active
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3.0,6,3.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,41,0.44,1,2,21.0,4,0,5.25,8,0.25,Store,Fruits,Highly Active
1921,1967,Phd,Married,59062.0,2,1,2013-10-03,74,46,1,12,3.0,0,9.0,2,2,0,3,4,0,0,0,0,0,0,3,11,0,58,58,0.74,3,4,71.0,5,0,14.2,6,0.4,Store,Wine,Inactive
4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,81,147,54.0,81,66.0,1,5,10,7,1,1,0,0,0,0,0,3,11,0,63,63,0.1,1,2,840.0,22,1,38.18181818181818,6,0.045454545454545456,Catalog,Wine,Inactive
7718,1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101.0,0,45.0,1,1,3,5,1,0,0,0,0,0,0,3,11,0,78,78,0.19,0,1,711.0,9,0,79.0,2,0.1111111111111111,Store,Meat,Moderately Active
1291,1978,Phd,Together,27683.0,1,0,2012-08-04,90,152,9,121,12.0,12,45.0,4,6,2,4,8,0,0,0,0,0,0,3,11,0,47,47,1.9,1,2,351.0,12,0,29.25,14,0.3333333333333333,Web,Wine,Inactive
6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1.0,1,1.0,15,0,0,0,20,0,0,0,0,0,0,3,11,0,54,54,0.11,0,1,8.0,0,0,0.0,20,0.0,Web,Meat,Inactive
4136,1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8.0,26,40.0,4,3,2,2,9,0,0,0,0,0,0,3,11,0,33,33,1.57,1,2,119.0,7,0,17.0,12,0.5714285714285714,Web,Gold,Inactive
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0.0,0,4.0,1,0,1,2,5,0,0,0,0,0,0,3,11,0,57,57,1.23,2,3,21.0,3,0,7.0,5,0.3333333333333333,Store,Wine,Inactive
4298,1973,Phd,Together,20427.0,1,0,2014-03-24,63,5,0,4,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,52,0.27,1,2,10.0,3,0,3.3333333333333335,9,0.3333333333333333,Store,Wine,Inactive
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12.0,0,19.0,3,8,3,13,6,0,1,0,0,0,0,3,11,0,50,50,0.1,1,2,973.0,24,1,40.541666666666664,14,0.125,Store,Wine,Moderately Active
9606,1965,Phd,Married,69969.0,0,0,2013-08-27,64,882,29,514,38.0,29,44.0,1,4,2,6,3,0,0,1,1,0,0,3,11,1,60,60,0.84,0,1,1536.0,12,2,128.0,7,0.08333333333333333,Store,Wine,Inactive
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12.0,48,30.0,4,6,5,13,4,0,1,0,0,0,0,3,11,0,73,73,0.95,2,3,992.0,24,1,41.333333333333336,10,0.16666666666666666,Store,Wine,Moderately Active
5153,1967,Phd,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115.0,59,27.0,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58,58,1.35,1,2,1529.0,32,1,47.78125,17,0.0625,Web,Wine,Inactive
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13.0,81,71.0,2,7,3,5,4,0,0,0,0,0,0,3,11,0,53,53,0.79,1,2,746.0,15,0,49.733333333333334,11,0.13333333333333333,Web,Meat,Inactive
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10.0,23,126.5,2,8,9,4,6,0,0,0,0,0,0,3,11,0,62,62,0.7,1,2,900.5,21,0,42.88095238095238,14,0.09523809523809523,Catalog,Wine,Moderately Active
6653,1970,Phd,Married,55158.0,1,1,2012-07-30,72,293,0,87,4.0,11,23.0,4,7,2,5,7,0,0,0,0,0,0,3,11,1,55,55,1.91,2,3,418.0,14,0,29.857142857142858,14,0.2857142857142857,Web,Wine,Inactive
9094,1955,2N Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20.0,0,126.5,2,7,4,3,6,0,0,0,0,0,0,3,11,1,70,70,1.9,1,2,521.5,14,0,37.25,13,0.14285714285714285,Web,Wine,Moderately Active
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,120.5,81,64.0,2,4,2,11,2,0,0,0,0,0,0,3,11,0,50,50,0.13,1,2,583.5,17,0,34.3235294117647,6,0.11764705882352941,Store,Wine,Moderately Active
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0.0,0,6.0,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,49,0.28,2,3,23.0,3,1,7.666666666666667,7,0.3333333333333333,Store,Wine,Highly Active
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,556,120.5,81,126.0,1,4,7,11,2,0,0,1,1,0,0,3,11,0,56,56,0.87,0,1,1682.5,22,2,76.47727272727273,6,0.045454545454545456,Store,Wine,Inactive
5107,1973,Phd,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4.0,2,20.0,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52,52,0.11,2,3,49.0,4,1,12.25,6,0.5,Store,Gold,Moderately Active
3979,1983,Phd,Divorced,90687.0,0,0,2013-05-22,98,982,17,556,23.0,34,51.0,1,6,2,8,2,0,0,1,0,0,0,3,11,1,42,42,1.1,0,1,1663.0,16,1,103.9375,8,0.0625,Store,Wine,Inactive
6049,1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90.0,69,37.0,1,7,8,11,3,1,0,0,1,0,0,3,11,0,43,43,0.56,0,1,1804.0,26,2,69.38461538461539,10,0.038461538461538464,Store,Wine,Inactive
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0.0,0,9.0,3,2,0,3,8,0,0,0,0,0,0,3,11,0,65,65,0.98,2,3,48.0,5,0,9.6,10,0.6,Store,Wine,Moderately Active
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0.0,2,23.0,2,2,1,2,7,0,0,0,0,0,0,3,11,1,73,73,0.31,2,3,83.0,5,0,16.6,9,0.4,Web,Wine,Highly Active
3910,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,81,430,120.5,81,27.0,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,50,0.72,0,1,1636.5,17,3,96.26470588235294,5,0.0,Catalog,Wine,Inactive
5207,1963,Phd,Married,53378.0,1,1,2012-09-24,41,489,6,152,8.0,6,126.5,10,9,4,6,8,0,0,0,0,0,0,3,11,1,62,62,1.76,2,3,787.5,19,0,41.44736842105263,17,0.5263157894736842,Web,Wine,Moderately Active
11114,1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6.0,8,32.0,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55,55,1.39,1,2,84.0,6,0,14.0,9,0.5,Store,Gold,Inactive
5429,1948,Phd,Married,45579.0,0,1,2013-08-20,10,145,1,33,2.0,1,1.0,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,77,0.86,1,2,183.0,9,0,20.333333333333332,10,0.1111111111111111,Web,Wine,Highly Active
9400,1958,2N Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,556,44.0,18,54.0,1,6,6,6,2,0,0,0,0,0,0,3,11,0,67,67,0.02,0,1,1328.0,18,0,73.77777777777777,8,0.05555555555555555,Web,Wine,Inactive
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50.0,9,38.0,2,7,3,4,4,0,1,0,0,0,0,3,11,0,81,81,0.23,0,1,999.0,14,1,71.35714285714286,11,0.14285714285714285,Web,Wine,Highly Active
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,120.5,38,15.0,3,5,3,13,3,0,0,0,0,0,0,3,11,0,62,62,1.43,1,2,794.5,21,0,37.833333333333336,8,0.14285714285714285,Store,Wine,Highly Active
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3.0,19,30.0,4,5,1,4,8,1,0,0,0,0,0,3,11,1,53,53,1.84,1,2,246.0,10,1,24.6,13,0.4,Web,Wine,Highly Active
635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7.0,0,70.0,8,9,1,7,8,0,0,0,0,0,0,3,11,0,59,59,1.28,2,3,610.0,17,0,35.88235294117647,17,0.47058823529411764,Web,Wine,Moderately Active
7527,1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12.0,15,8.0,3,2,1,3,8,0,0,0,0,0,0,3,11,0,57,57,1.6,1,2,76.0,6,0,12.666666666666666,10,0.5,Store,Meat,Inactive
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16.0,12,60.0,4,3,4,11,8,0,1,0,0,0,0,3,11,0,54,54,1.34,1,2,1286.0,18,1,71.44444444444444,11,0.2222222222222222,Store,Wine,Moderately Active
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2.0,2,10.0,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,50,0.53,1,2,30.0,3,1,10.0,7,0.3333333333333333,Store,Meat,Highly Active
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8.0,30,10.0,2,3,0,3,7,0,0,0,0,0,1,3,11,0,61,61,1.49,3,4,99.0,6,0,16.5,10,0.3333333333333333,Web,Sweets,Inactive
2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55.0,63,126.5,0,6,7,9,3,0,0,0,1,0,0,3,11,0,47,47,1.77,0,1,1108.5,22,1,50.38636363636363,9,0.0,Store,Wine,Inactive
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4.0,0,27.0,5,5,1,7,5,0,0,0,0,0,0,3,11,0,50,50,0.58,1,2,362.0,13,0,27.846153846153847,10,0.38461538461538464,Store,Wine,Moderately Active
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,81,556,120.5,55,126.5,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42,42,1.89,0,1,1756.0,18,1,97.55555555555556,6,0.05555555555555555,Store,Wine,Highly Active
9516,1971,2N Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99.0,81,119.0,2,9,7,10,7,0,1,0,0,1,0,3,11,1,54,54,1.86,0,1,1212.0,26,2,46.61538461538461,16,0.07692307692307693,Store,Wine,Inactive
679,1957,Phd,Married,37633.0,1,1,2012-09-20,49,13,4,20,0.0,0,1.0,2,1,0,3,9,0,0,0,0,0,0,3,11,0,68,68,1.77,2,3,38.0,4,0,9.5,10,0.5,Store,Meat,Moderately Active
7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34.0,26,47.0,2,7,1,7,8,0,0,0,0,0,0,3,11,0,74,74,0.94,0,1,485.0,15,0,32.333333333333336,15,0.13333333333333333,Web,Meat,Highly Active
5043,1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,120.5,49,126.5,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74,74,1.65,0,1,404.0,11,0,36.72727272727273,11,0.18181818181818182,Store,Gold,Inactive
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2.0,1,5.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55,55,1.29,1,2,44.0,4,0,11.0,8,0.25,Store,Meat,Moderately Active
339,1972,Phd,Married,57091.0,0,1,2012-11-23,82,462,0,24,6.0,0,4.0,2,9,2,5,7,0,1,0,0,0,0,3,11,1,53,53,1.6,1,2,496.0,16,1,31.0,16,0.125,Web,Wine,Inactive
2516,1969,2N Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6.0,4,34.0,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56,56,1.06,2,3,78.0,5,0,15.6,5,0.4,Catalog,Gold,Inactive
9010,1972,Master,Married,83151.0,0,0,2013-02-10,80,968,81,556,120.5,42,126.5,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53,53,1.38,0,1,1894.0,22,3,86.0909090909091,7,0.045454545454545456,Store,Wine,Inactive
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,81,151,51.0,72,125.0,2,7,2,10,6,0,0,0,0,0,0,3,11,0,54,54,1.49,0,1,763.0,19,0,40.1578947368421,13,0.10526315789473684,Store,Wine,Inactive
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6.0,0,3.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,69,69,0.81,0,1,17.0,3,0,5.666666666666667,8,0.3333333333333333,Store,Fish,Highly Active
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2.0,1,1.0,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54,54,0.91,1,2,26.0,4,0,6.5,11,0.25,Web,Wine,Inactive
7628,1973,2N Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6.0,3,8.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52,52,0.28,1,2,76.0,6,0,12.666666666666666,7,0.3333333333333333,Store,Wine,Highly Active
7128,1977,Phd,Single,42997.0,1,1,2013-12-07,91,4,0,5,0.0,1,5.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,48,0.56,2,3,15.0,3,0,5.0,8,0.3333333333333333,Store,Meat,Inactive
2811,1963,Phd,Single,48918.0,1,1,2014-04-12,21,52,0,9,0.0,0,1.0,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,62,0.21,2,3,62.0,5,0,12.4,5,0.4,Store,Wine,Highly Active
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19.0,11,48.0,2,2,1,5,2,0,0,0,0,0,0,3,11,0,71,71,0.25,1,2,198.0,8,0,24.75,4,0.25,Store,Wine,Highly Active
1663,1978,Phd,Together,34043.0,1,0,2013-10-25,97,20,2,14,3.0,0,10.0,1,2,0,2,9,0,0,0,0,0,0,3,11,0,47,47,0.68,1,2,49.0,4,0,12.25,11,0.25,Web,Wine,Inactive
5543,1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37.0,21,78.0,5,7,2,11,5,0,1,0,0,0,0,3,11,0,59,59,1.01,1,2,802.0,20,1,40.1,12,0.25,Store,Wine,Moderately Active
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,556,120.5,81,95.0,1,4,6,4,1,0,0,1,0,0,0,3,11,1,79,79,0.36,0,1,1489.5,14,1,106.39285714285714,5,0.07142857142857142,Catalog,Wine,Highly Active
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13.0,4,25.0,4,2,1,3,6,0,0,0,0,0,0,3,11,0,47,47,1.5,2,3,57.0,6,0,9.5,8,0.6666666666666666,Store,Gold,Highly Active
5336,1971,Master,Together,117418.0,1,0,2013-06-04,37,39,1,9,2.0,0,8.0,0,1,0,1,1,0,0,0,0,0,0,3,11,0,54,54,1.07,1,2,59.0,2,0,29.5,2,0.0,Web,Wine,Moderately Active
6024,1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,556,120.5,45,126.5,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72,72,1.32,0,1,1983.0,18,3,110.16666666666667,7,0.0,Catalog,Wine,Inactive
1878,1985,2N Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6.0,3,10.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,40,0.36,0,1,37.0,5,0,7.4,9,0.2,Store,Gold,Inactive
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3.0,5,49.0,5,5,2,4,9,0,0,0,0,0,0,3,11,0,55,55,1.34,2,3,310.0,11,0,28.181818181818183,14,0.45454545454545453,Web,Wine,Moderately Active
6055,1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94.0,81,72.0,1,5,5,8,3,0,1,0,0,0,0,3,11,0,46,46,1.66,0,1,1241.0,18,1,68.94444444444444,8,0.05555555555555555,Store,Wine,Inactive
5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10.0,0,54.0,5,10,3,8,7,0,0,0,0,0,0,3,11,0,59,59,1.0,1,2,832.0,21,0,39.61904761904762,17,0.23809523809523808,Web,Wine,Inactive
3972,1976,Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8.0,6,64.0,6,7,1,5,8,0,0,0,0,0,0,3,11,0,49,49,1.24,2,3,401.0,13,0,30.846153846153847,15,0.46153846153846156,Web,Wine,Inactive
4394,1965,Phd,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38.0,29,14.0,1,5,5,12,2,0,1,1,0,0,0,3,11,0,60,60,0.1,0,1,1501.0,22,2,68.22727272727273,7,0.045454545454545456,Store,Wine,Moderately Active
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0.0,0,46.0,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43,43,0.45,0,1,1189.0,27,4,44.03703703703704,16,0.037037037037037035,Store,Wine,Highly Active
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54.0,10,126.5,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53,53,0.94,1,2,1166.5,25,0,46.66,17,0.28,Store,Wine,Moderately Active
4603,1960,Phd,Married,65695.0,0,1,2014-01-31,50,371,32,189,0.0,58,6.0,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65,65,0.41,1,2,656.0,19,0,34.526315789473685,9,0.10526315789473684,Store,Wine,Moderately Active
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,556,120.5,0,43.0,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69,69,1.6,0,1,1289.5,22,0,58.61363636363637,11,0.045454545454545456,Store,Wine,Inactive
10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11.0,5,14.0,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60,60,0.84,1,2,311.0,12,0,25.916666666666668,13,0.25,Web,Wine,Inactive
7143,1955,2N Cycle,Together,74805.0,0,1,2013-11-06,14,209,81,209,41.0,81,37.0,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,70,0.64,1,2,658.0,21,0,31.333333333333332,6,0.23809523809523808,Store,Wine,Highly Active
8789,1989,2N Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36.0,40,12.0,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36,36,0.46,1,2,274.0,11,0,24.90909090909091,7,0.2727272727272727,Store,Meat,Inactive
6197,1962,Phd,Single,27238.0,1,1,2013-04-20,39,37,0,17,0.0,0,3.0,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63,63,1.19,2,3,57.0,6,0,9.5,12,0.5,Web,Wine,Moderately Active
4554,1965,Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59.0,10,90.0,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60,60,0.74,1,2,448.0,13,0,34.46153846153846,7,0.3076923076923077,Store,Wine,Inactive
4937,1973,2N Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3.0,2,5.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52,52,0.05,2,3,44.0,4,0,11.0,8,0.25,Store,Meat,Inactive
1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6.0,0,27.0,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,53,0.92,2,3,102.0,6,0,17.0,10,0.3333333333333333,Web,Wine,Moderately Active
8749,1984,Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4.0,6,20.0,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41,41,0.41,1,2,61.0,4,0,15.25,5,0.25,Store,Wine,Inactive
1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,779,81,537,34.0,69,126.5,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65,65,1.19,0,1,1626.5,26,0,62.55769230769231,8,0.038461538461538464,Store,Wine,Highly Active
10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24.0,12,88.0,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67,67,1.06,1,2,397.0,12,0,33.083333333333336,12,0.25,Web,Wine,Moderately Active
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112.0,81,126.5,2,5,7,12,1,0,0,1,0,0,0,3,11,0,57,57,0.47,1,2,1089.5,24,1,45.395833333333336,6,0.08333333333333333,Store,Wine,Moderately Active
10971,1977,Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7.0,2,126.5,4,7,2,3,9,1,0,0,0,0,1,3,11,1,48,48,1.82,2,3,423.5,12,1,35.291666666666664,16,0.3333333333333333,Web,Wine,Highly Active
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16.0,0,4.0,2,3,0,3,8,0,0,0,0,0,0,3,11,0,51,51,0.25,1,2,50.0,6,0,8.333333333333334,11,0.3333333333333333,Web,Fish,Highly Active
9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19.0,14,126.5,6,6,3,13,7,0,0,0,0,0,0,3,11,0,63,63,1.37,1,2,1599.5,22,0,72.70454545454545,13,0.2727272727272727,Store,Wine,Highly Active
7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6.0,3,7.0,1,3,0,3,7,0,0,0,0,0,0,3,11,0,43,43,0.2,0,1,58.0,6,0,9.666666666666666,10,0.16666666666666666,Web,Meat,Inactive
839,1975,Phd,Married,45503.0,1,0,2013-09-25,54,97,4,44,6.0,1,18.0,1,3,1,4,5,0,0,0,0,0,0,3,11,0,50,50,0.76,1,2,170.0,8,0,21.25,8,0.125,Store,Wine,Moderately Active
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4.0,3,126.5,0,1,0,1,17,0,0,0,0,0,0,3,11,0,43,43,0.54,0,1,237.5,2,0,118.75,18,0.0,Web,Gold,Highly Active
